1514176251569|-1||debug||com.p6spy.engine.common.P6SpyOptions reloading properties
1514272163464|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HIBERNATE_SEQUENCE
1514272163464|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HS_BULK_SEQ
1514272163464|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SAMPLE_SEQ
1514272163464|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SCHEDULER$_JOBSUFFIX_S
1514272163464|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_GEOR_SEQ
1514272163465|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_IDX_TAB_SEQUENCE
1514272163465|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_NDM_ID_SEQ
1514272163465|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_WS_CONFERENCE_IDS
1514272163465|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = TMP_COORD_OPS
1514272163465|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_FLOW_SESSION_SEQ
1514272163465|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_SEQ
1514272163465|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = XDB$NAMESUFF_SEQ
1514272164134|1|commit|connection 1||
1514272181252|174|statement|connection 0| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|
1514272181253|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DBMS_MVSEQ
1514272181253|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DM$EXPIMP_ID_SEQ
1514272181253|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HIBERNATE_SEQUENCE
1514272181253|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HS_BULK_SEQ
1514272181254|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SAMPLE_SEQ
1514272181254|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SCHEDULER$_JOBSUFFIX_S
1514272181254|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_GEOR_SEQ
1514272181254|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_IDX_TAB_SEQUENCE
1514272181254|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_NDM_ID_SEQ
1514272181254|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_WS_CONFERENCE_IDS
1514272181255|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = TMP_COORD_OPS
1514272181255|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_FLOW_SESSION_SEQ
1514272181255|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_SEQ
1514272181255|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = XDB$NAMESUFF_SEQ
1514272181829|3|statement|connection 1|/* from Dept d where d.dname='RESEARCH' */ select dept0_.deptno as deptno1_0_, dept0_.dname as dname2_0_, dept0_.loc as loc3_0_ from happy.Dept dept0_ where dept0_.dname='RESEARCH'|/* from Dept d where d.dname='RESEARCH' */ select dept0_.deptno as deptno1_0_, dept0_.dname as dname2_0_, dept0_.loc as loc3_0_ from happy.Dept dept0_ where dept0_.dname='RESEARCH'
1514272181841|0|resultset|connection -1|/* from Dept d where d.dname='RESEARCH' */ select dept0_.deptno as deptno1_0_, dept0_.dname as dname2_0_, dept0_.loc as loc3_0_ from happy.Dept dept0_ where dept0_.dname='RESEARCH'|deptno1_0_ = 20, dname2_0_ = RESEARCH, loc3_0_ = DALLAS
1514272181858|0|commit|connection 1||
1514272313652|172|statement|connection 0| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|
1514272313653|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DBMS_MVSEQ
1514272313653|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DM$EXPIMP_ID_SEQ
1514272313653|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HIBERNATE_SEQUENCE
1514272313654|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HS_BULK_SEQ
1514272313654|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SAMPLE_SEQ
1514272313654|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SCHEDULER$_JOBSUFFIX_S
1514272313654|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_GEOR_SEQ
1514272313654|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_IDX_TAB_SEQUENCE
1514272313654|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_NDM_ID_SEQ
1514272313654|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_WS_CONFERENCE_IDS
1514272313655|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = TMP_COORD_OPS
1514272313655|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_FLOW_SESSION_SEQ
1514272313655|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_SEQ
1514272313655|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = XDB$NAMESUFF_SEQ
1514272314244|2|commit|connection 1||
1514272320886|180|statement|connection 0| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|
1514272320887|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DBMS_MVSEQ
1514272320888|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DM$EXPIMP_ID_SEQ
1514272320888|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HIBERNATE_SEQUENCE
1514272320888|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HS_BULK_SEQ
1514272320888|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SAMPLE_SEQ
1514272320888|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SCHEDULER$_JOBSUFFIX_S
1514272320888|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_GEOR_SEQ
1514272320888|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_IDX_TAB_SEQUENCE
1514272320889|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_NDM_ID_SEQ
1514272320889|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_WS_CONFERENCE_IDS
1514272320889|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = TMP_COORD_OPS
1514272320889|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_FLOW_SESSION_SEQ
1514272320889|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_SEQ
1514272320890|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = XDB$NAMESUFF_SEQ
1514272321485|2|statement|connection 1|/* select   d.dname from Dept d */ select dept0_.dname as col_0_0_ from happy.Dept dept0_|/* select   d.dname from Dept d */ select dept0_.dname as col_0_0_ from happy.Dept dept0_
1514272321487|0|resultset|connection -1|/* select   d.dname from Dept d */ select dept0_.dname as col_0_0_ from happy.Dept dept0_|col_0_0_ = ACCOUNTING
1514272321487|0|resultset|connection -1|/* select   d.dname from Dept d */ select dept0_.dname as col_0_0_ from happy.Dept dept0_|col_0_0_ = RESEARCH
1514272321487|0|resultset|connection -1|/* select   d.dname from Dept d */ select dept0_.dname as col_0_0_ from happy.Dept dept0_|col_0_0_ = SALES
1514272321487|0|resultset|connection -1|/* select   d.dname from Dept d */ select dept0_.dname as col_0_0_ from happy.Dept dept0_|col_0_0_ = OPERATIONS
1514272321489|0|commit|connection 1||
1514272414065|198|statement|connection 0| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|
1514272414067|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DBMS_MVSEQ
1514272414067|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DM$EXPIMP_ID_SEQ
1514272414067|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HIBERNATE_SEQUENCE
1514272414067|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HS_BULK_SEQ
1514272414067|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SAMPLE_SEQ
1514272414068|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SCHEDULER$_JOBSUFFIX_S
1514272414068|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_GEOR_SEQ
1514272414068|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_IDX_TAB_SEQUENCE
1514272414068|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_NDM_ID_SEQ
1514272414068|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_WS_CONFERENCE_IDS
1514272414070|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = TMP_COORD_OPS
1514272414070|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_FLOW_SESSION_SEQ
1514272414070|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_SEQ
1514272414070|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = XDB$NAMESUFF_SEQ
1514272414650|3|statement|connection 1|/* from Emp d order by d.empno */ select * from ( select emp0_.empno as empno1_2_, emp0_.ename as ename2_2_, emp0_.job as job3_2_, emp0_.mgr as mgr4_2_, emp0_.hiredate as hiredate5_2_, emp0_.sal as sal6_2_, emp0_.comm as comm7_2_, emp0_.deptno as deptno8_2_ from happy.Emp emp0_ order by emp0_.empno ) where rownum <= ?|/* from Emp d order by d.empno */ select * from ( select emp0_.empno as empno1_2_, emp0_.ename as ename2_2_, emp0_.job as job3_2_, emp0_.mgr as mgr4_2_, emp0_.hiredate as hiredate5_2_, emp0_.sal as sal6_2_, emp0_.comm as comm7_2_, emp0_.deptno as deptno8_2_ from happy.Emp emp0_ order by emp0_.empno ) where rownum <= 3
1514272414661|0|resultset|connection -1|/* from Emp d order by d.empno */ select * from ( select emp0_.empno as empno1_2_, emp0_.ename as ename2_2_, emp0_.job as job3_2_, emp0_.mgr as mgr4_2_, emp0_.hiredate as hiredate5_2_, emp0_.sal as sal6_2_, emp0_.comm as comm7_2_, emp0_.deptno as deptno8_2_ from happy.Emp emp0_ order by emp0_.empno ) where rownum <= ?|empno1_2_ = 7369, ename2_2_ = SMITH, job3_2_ = CLERK, mgr4_2_ = 7902, hiredate5_2_ = 1980-12-17 00:00:00.0, sal6_2_ = 1600.0, comm7_2_ = 0, deptno8_2_ = 20
1514272414661|0|resultset|connection -1|/* from Emp d order by d.empno */ select * from ( select emp0_.empno as empno1_2_, emp0_.ename as ename2_2_, emp0_.job as job3_2_, emp0_.mgr as mgr4_2_, emp0_.hiredate as hiredate5_2_, emp0_.sal as sal6_2_, emp0_.comm as comm7_2_, emp0_.deptno as deptno8_2_ from happy.Emp emp0_ order by emp0_.empno ) where rownum <= ?|empno1_2_ = 7499, ename2_2_ = ALLEN, job3_2_ = SALESMAN, mgr4_2_ = 7698, hiredate5_2_ = 1981-02-20 00:00:00.0, sal6_2_ = 2400.0, comm7_2_ = 300, deptno8_2_ = 30
1514272414664|0|resultset|connection -1|/* from Emp d order by d.empno */ select * from ( select emp0_.empno as empno1_2_, emp0_.ename as ename2_2_, emp0_.job as job3_2_, emp0_.mgr as mgr4_2_, emp0_.hiredate as hiredate5_2_, emp0_.sal as sal6_2_, emp0_.comm as comm7_2_, emp0_.deptno as deptno8_2_ from happy.Emp emp0_ order by emp0_.empno ) where rownum <= ?|empno1_2_ = 7521, ename2_2_ = WARD, job3_2_ = SALESMAN, mgr4_2_ = 7698, hiredate5_2_ = 1981-02-22 00:00:00.0, sal6_2_ = 2050.0, comm7_2_ = 500, deptno8_2_ = 30
1514273343142|167|statement|connection 0| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|
1514273343143|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DBMS_MVSEQ
1514273343143|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DM$EXPIMP_ID_SEQ
1514273343143|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HIBERNATE_SEQUENCE
1514273343143|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HS_BULK_SEQ
1514273343143|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SAMPLE_SEQ
1514273343143|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SCHEDULER$_JOBSUFFIX_S
1514273343143|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_GEOR_SEQ
1514273343143|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_IDX_TAB_SEQUENCE
1514273343144|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_NDM_ID_SEQ
1514273343144|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_WS_CONFERENCE_IDS
1514273343144|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = TMP_COORD_OPS
1514273343144|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_FLOW_SESSION_SEQ
1514273343144|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_SEQ
1514273343144|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = XDB$NAMESUFF_SEQ
1514273343761|20|statement|connection 1|/* from Emp e where 1=1 and e.sal =:sal and e.hiredate >=:fromDate and e.hiredate <=:endDate  */ select emp0_.empno as empno1_2_, emp0_.ename as ename2_2_, emp0_.job as job3_2_, emp0_.mgr as mgr4_2_, emp0_.hiredate as hiredate5_2_, emp0_.sal as sal6_2_, emp0_.comm as comm7_2_, emp0_.deptno as deptno8_2_ from happy.Emp emp0_ where 1=1 and emp0_.sal=? and emp0_.hiredate>=? and emp0_.hiredate<=?|/* from Emp e where 1=1 and e.sal =:sal and e.hiredate >=:fromDate and e.hiredate <=:endDate  */ select emp0_.empno as empno1_2_, emp0_.ename as ename2_2_, emp0_.job as job3_2_, emp0_.mgr as mgr4_2_, emp0_.hiredate as hiredate5_2_, emp0_.sal as sal6_2_, emp0_.comm as comm7_2_, emp0_.deptno as deptno8_2_ from happy.Emp emp0_ where 1=1 and emp0_.sal=1000.0 and emp0_.hiredate>='02-一月-87' and emp0_.hiredate<='26-十二月-17'
1514273343764|0|commit|connection 1||
1514273403682|162|statement|connection 0| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|
1514273403683|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DBMS_MVSEQ
1514273403683|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = DM$EXPIMP_ID_SEQ
1514273403683|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HIBERNATE_SEQUENCE
1514273403683|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = HS_BULK_SEQ
1514273403683|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SAMPLE_SEQ
1514273403684|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SCHEDULER$_JOBSUFFIX_S
1514273403684|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_GEOR_SEQ
1514273403684|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_IDX_TAB_SEQUENCE
1514273403684|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_NDM_ID_SEQ
1514273403684|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = SDO_WS_CONFERENCE_IDS
1514273403685|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = TMP_COORD_OPS
1514273403685|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_FLOW_SESSION_SEQ
1514273403685|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = WWV_SEQ
1514273403685|0|resultset|connection -1| select sequence_name from all_sequences  union select synonym_name   from all_synonyms us, all_sequences asq  where asq.sequence_name = us.table_name    and asq.sequence_owner = us.table_owner|1 = XDB$NAMESUFF_SEQ
